numero;tipo;gravidade;evento
1812/285806;SSO - Major structural fatigue or damage;MINOR;(NCS-Statfjord B) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1812/243230;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Oseberg Field Centre) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1812/286527;SSO - Incident involving Well Control equipment / kick;SEVERE;(NCS-Statfjord B) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1812/096379;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/971983;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/786104;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/735961;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Martin Linge) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/665672;SSO - BOP failure during test/operation;MINOR;(NCS-Heidrun) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/682908;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/546876;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/586129;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Gullfaks C) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/593943;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Martin Linge) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/484440;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Oseberg Field Centre) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/467272;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/307988;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/319858;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/300498;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/114077;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/141811;SSO - BOP failure during test/operation;MINOR;(NCS-Asgard A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/027570;SSO - BOP failure during test/operation;MODERATE;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1811/010756;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/945143;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/881181;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/718175;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Heidrun) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/662122;SSO - CSB / Shear system malfunction;MINOR;(NCS-Asgard A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/609204;SSO - CSB / Shear system malfunction;SEVERE;(NCS-Martin Linge) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/527519;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/482090;SSO - CSB / Shear system malfunction;MINOR;(NCS-Troll A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/282699;SSO - Major structural fatigue or damage;MODERATE;(NCS-Johan Sverdrup) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1810/241796;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/738428;SSO - Major structural fatigue or damage;MODERATE;(NCS-Troll A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/775349;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Ekofisk Complex) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/511268;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/581687;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/409634;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/347083;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/358272;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/312331;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/287814;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/211193;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/214557;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/234336;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1809/021904;SSO - BOP failure during test/operation;MINOR;(NCS-Martin Linge) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/953077;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/896477;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Snorre A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/819392;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/812840;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/524117;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Oseberg Field Centre) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/538715;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/532488;SSO - BOP failure during test/operation;MODERATE;(NCS-Gullfaks C) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/476214;SSO - BOP failure during test/operation;MINOR;(NCS-Statfjord B) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/457265;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/346530;SSO - Major structural fatigue or damage;MODERATE;(NCS-Johan Sverdrup) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/310497;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/289763;SSO - Major structural fatigue or damage;MINOR;(NCS-Troll A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/167302;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/170454;SSO - Major structural fatigue or damage;MODERATE;(NCS-Martin Linge) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1808/072719;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/914075;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/851843;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/846320;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Gullfaks C) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/798364;SSO - Major structural fatigue or damage;MODERATE;(NCS-Asgard A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/723382;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/764472;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/727850;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/630440;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/644252;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/609554;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Statfjord B) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/429808;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/423151;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/435050;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Heidrun) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/343883;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/381443;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/192730;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1807/194658;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/950083;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/945051;SSO - BOP failure during test/operation;MINOR;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/819161;SSO - BOP failure during test/operation;MINOR;(NCS-Heidrun) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/615926;SSO - Major structural fatigue or damage;MINOR;(NCS-Valhall) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/550709;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/503969;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/493699;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/410892;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/336185;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/330968;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/317267;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/251612;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/101118;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1806/028812;SSO - BOP failure during test/operation;SEVERE;(NCS-Oseberg Field Centre) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/991162;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/828610;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Oseberg Field Centre) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/748067;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/606339;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/690015;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/688967;SSO - BOP failure during test/operation;MINOR;(NCS-Statfjord B) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/526879;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/454071;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/418448;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/475086;SSO - CSB / Shear system malfunction;MINOR;(NCS-Snorre A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/347296;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/330935;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/381099;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/315613;SSO - BOP failure during test/operation;MINOR;(NCS-Troll A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/213101;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Ekofisk Complex) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/179004;SSO - Major structural fatigue or damage;MINOR;(NCS-Aasta Hansteen) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/125308;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/011425;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/066033;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/087342;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Johan Sverdrup) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/032070;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Martin Linge) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1805/051858;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Statfjord B) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/948676;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/986762;SSO - BOP failure during test/operation;MINOR;(NCS-Martin Linge) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/779108;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/638781;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/695670;SSO - BOP failure during test/operation;MINOR;(NCS-Aasta Hansteen) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/657322;SSO - Major structural fatigue or damage;MINOR;(NCS-Oseberg Field Centre) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/545097;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/431882;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/236340;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/284969;SSO - CSB / Shear system malfunction;SEVERE;(NCS-Asgard A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/138324;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/176139;SSO - Incident involving Well Control equipment / kick;SEVERE;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1804/018752;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/962096;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/891770;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/864918;SSO - Major structural fatigue or damage;MODERATE;(NCS-Heidrun) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/772225;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/641796;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/641820;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/556664;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/461830;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/447408;SSO - CSB / Shear system malfunction;MINOR;(NCS-Statfjord B) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/440151;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Gullfaks C) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/245133;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/256688;SSO - CSB / Shear system malfunction;MINOR;(NCS-Troll A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1803/136687;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/957934;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/817245;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/726943;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/756778;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/510561;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/518103;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/250057;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/141692;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/167278;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/156023;SSO - Major structural fatigue or damage;MINOR;(NCS-Troll A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1802/020447;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/940822;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/914496;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Snorre A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/943448;SSO - BOP failure during test/operation;MINOR;(NCS-Statfjord B) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/914896;SSO - Major structural fatigue or damage;MINOR;(NCS-Statfjord B) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/859251;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/879061;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/893764;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/842510;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/560193;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Martin Linge) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/569889;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/412063;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/482179;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/398144;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Aasta Hansteen) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/314285;SSO - BOP failure during test/operation;MINOR;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/252729;SSO - CSB / Shear system malfunction;SEVERE;(NCS-Martin Linge) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1801/246337;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Oseberg Field Centre) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
