Numero;Tipo_de_incidente;DSC_GRAVIDADE_TIPO;DSC_QUASE_ACIDENTE_ACIDENTE
2301/000024;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000031;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000032;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000033;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000046;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000064;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000068;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000089;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000094;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000097;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000113;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000119;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000121;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000128;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000130;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000132;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000135;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000136;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000141;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2301/000167;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000008;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000015;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000024;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000042;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000054;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000066;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000078;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000083;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000091;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000097;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000098;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000109;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000116;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000139;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000141;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000144;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000151;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000158;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000159;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2302/000163;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000013;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000016;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000017;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000027;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000039;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000044;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000047;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000053;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000069;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000070;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000072;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000074;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000075;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000104;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000105;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000146;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000162;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000163;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000163;SSO - Perda significante de controle de poço;;
2303/000177;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000178;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000183;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000187;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000195;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000201;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2303/000205;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000021;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000029;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000052;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000062;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000065;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000082;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000093;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000094;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000095;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000104;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000105;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000109;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000110;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000111;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000116;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000118;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000119;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000149;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000151;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000153;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2304/000168;SSO - Perda menor de controle de poço;;
2305/000008;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000022;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2305/000030;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000049;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000050;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000051;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000070;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000081;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000086;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000100;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000101;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000102;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000127;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000130;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000139;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000141;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000147;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000148;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000149;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2305/000165;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2306/000002;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000012;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000015;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000020;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000021;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000024;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2306/000025;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000032;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000041;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000042;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000043;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000049;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000054;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000057;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000063;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000076;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000078;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000094;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000097;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000104;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000108;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000110;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000120;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000137;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000173;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2306/000189;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000013;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000014;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000021;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000027;SSO - Falha estrutural em poço;;
2307/000029;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000056;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000076;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000081;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000090;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000095;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000096;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000124;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000133;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000146;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000147;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000149;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000152;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000172;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000192;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2307/000214;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000006;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000008;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000016;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000021;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000023;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000028;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000031;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000038;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000058;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000076;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000089;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000096;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000100;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000105;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000106;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000107;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000121;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000144;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000145;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000151;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000155;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000179;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000188;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2308/000194;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2308/000199;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000204;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000205;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000211;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2308/000220;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000004;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000016;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000030;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000039;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000053;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000056;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000105;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000107;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000116;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000125;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000127;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000129;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000130;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000144;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2309/000147;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000153;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000162;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000168;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000177;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000179;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000194;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000195;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000201;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000209;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000210;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000217;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000220;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2309/000225;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000002;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000023;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000024;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2310/000027;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000028;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000030;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000037;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000044;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000045;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000048;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000049;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000050;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000052;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000074;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000083;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000086;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000090;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000096;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000097;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000099;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000104;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000116;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000118;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2310/000124;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2310/000125;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000136;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000142;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000147;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000152;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2310/000153;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2310/000156;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000157;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000165;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000178;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000186;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000190;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000191;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000197;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000198;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000199;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000202;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000211;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000214;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000222;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000231;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000236;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2310/000242;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000002;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000004;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000006;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000007;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000008;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000009;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000023;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000032;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000036;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000038;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000039;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000041;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000054;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000058;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000059;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000062;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000090;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000132;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000135;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000140;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000146;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000151;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000152;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000154;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000166;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000168;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000193;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000196;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000207;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000210;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000211;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000212;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2311/000213;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000003;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000009;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000014;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000038;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000039;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000041;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000046;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000047;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000061;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000068;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000069;SSO - Falha estrutural em poço;;
2312/000085;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000087;SSO - Perda menor de controle de poço;;
2312/000089;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000131;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000132;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000151;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000154;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000160;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000160;SSO - Falha estrutural em poço;;
2312/000163;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000164;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000164;SSO - Falha estrutural em poço;;
2312/000168;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000168;SSO - Falha estrutural em poço;;
2312/000174;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2312/000176;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000176;SSO - Falha estrutural em poço;;
2312/000178;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000179;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2312/000191;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000191;SSO - Falha estrutural em poço;;
2312/000193;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000194;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000196;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000204;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000207;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2312/000213;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2312/000224;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000014;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000020;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000034;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000036;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000037;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000038;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000041;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000044;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2401/000046;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000067;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000068;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000074;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000076;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000078;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000080;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000082;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000083;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000087;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000092;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000094;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000100;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000110;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000111;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000112;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000114;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000123;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000123;SSO - Falha estrutural em poço;;
2401/000158;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000159;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2401/000174;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000175;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000176;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000198;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000199;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000201;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000203;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/000216;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001222;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001224;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001225;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001230;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001231;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001245;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001261;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001262;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001264;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2401/001265;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000007;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000018;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000019;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000023;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000027;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000030;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000044;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000053;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000055;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000057;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000062;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000075;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2402/000085;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
