id_pozo,operador,cuenca,formacion,year,etapas_fractura,agua_m3,presion_max_psi,potencia_hp,longitud_lateral_m,offshore_flag
MX-WELL-1422,REPSOL EXPLORACIÓN MÉXICO,SURESTE,terciario,2020,5,77173,11103,35500,1144,1
MX-WELL-1423,FIELDWOOD ENERGY,BURGOS,terciario,2017,49,57406,6802,22356,1652,0
MX-WELL-1424,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2021,29,67620,6060,36489,2599,1
MX-WELL-1425,WINTERSHALL DEA,BURGOS,jurásico superior,2021,36,58516,15763,11200,813,0
MX-WELL-1426,REPSOL EXPLORACIÓN MÉXICO,BURGOS,jurásico superior,2023,10,69500,8594,10661,2972,0
MX-WELL-1427,WINTERSHALL DEA,TAMPICO-MISANTLA,pimienta,2021,20,26322,12968,37518,3273,0
MX-WELL-1428,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,27,64316,11520,30929,984,1
MX-WELL-1429,HOKCHI ENERGY,SURESTE,jurásico superior,2015,34,80269,13081,33501,1133,1
MX-WELL-1430,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,46,79166,6146,13453,911,1
MX-WELL-1431,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,cretácico,2015,37,59170,8242,24665,2459,0
MX-WELL-1432,HOKCHI ENERGY,SURESTE,cretácico,2017,17,66053,7920,14188,738,1
MX-WELL-1433,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2021,28,81696,11388,25810,1530,0
MX-WELL-1434,FIELDWOOD ENERGY,VERACRUZ,terciario,2015,47,75048,14442,42130,3088,0
MX-WELL-1435,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2023,32,52056,8679,43272,2121,0
MX-WELL-1436,ENI MÉXICO,SURESTE,jurásico superior,2023,11,10717,10434,39100,1398,1
MX-WELL-1437,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,6,87535,9719,12581,3065,1
MX-WELL-1438,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2018,49,46945,12476,34565,2882,1
MX-WELL-1439,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2017,23,83933,11951,24394,3498,0
MX-WELL-1440,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2024,35,18026,9306,43665,1585,1
MX-WELL-1441,ENI MÉXICO,SURESTE,cretácico,2016,19,64319,11255,26633,2861,1
MX-WELL-1442,FIELDWOOD ENERGY,TAMPICO-MISANTLA,pimienta,2024,21,54386,11330,34255,543,0
MX-WELL-1443,HOKCHI ENERGY,SURESTE,jurásico superior,2020,33,87241,6990,21138,2312,1
MX-WELL-1444,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2020,46,94811,15897,42821,3075,0
MX-WELL-1445,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2025,6,77165,12859,31839,3140,1
MX-WELL-1446,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2021,22,17485,6383,38453,3052,1
MX-WELL-1447,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2015,34,57788,12111,10922,3415,0
MX-WELL-1448,ENI MÉXICO,SURESTE,terciario,2018,36,85542,10933,35939,2887,1
MX-WELL-1449,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,10,90764,10500,35183,2114,1
MX-WELL-1450,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,29,12103,6365,26103,954,1
MX-WELL-1451,PETROBAL,BURGOS,pimienta,2025,37,60357,10988,40746,2175,0
MX-WELL-1452,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,pimienta,2024,7,47228,13002,38302,2800,0
MX-WELL-1453,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,pimienta,2019,15,24334,12644,42933,3009,0
MX-WELL-1454,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,jurásico superior,2021,19,46607,7258,33993,1014,0
MX-WELL-1455,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2023,8,85324,11660,14478,518,0
MX-WELL-1456,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2018,23,21094,12039,43418,2145,0
MX-WELL-1457,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2019,25,45595,11232,12217,2444,0
MX-WELL-1458,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2025,22,82567,15290,35515,1948,0
MX-WELL-1459,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2020,23,74575,12982,28062,1115,0
MX-WELL-1460,HOKCHI ENERGY,SURESTE,cretácico,2016,24,14529,7135,22192,874,1
MX-WELL-1461,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,34,78226,13323,13255,589,1
MX-WELL-1462,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,6,63027,13605,34519,3423,1
MX-WELL-1463,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,30,15021,10735,39299,2986,1
MX-WELL-1464,WINTERSHALL DEA,TAMPICO-MISANTLA,jurásico superior,2025,31,98151,9327,39768,3478,0
MX-WELL-1465,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2021,12,43998,15076,13805,2913,1
MX-WELL-1466,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2015,21,45903,12953,42093,1424,1
MX-WELL-1467,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,38,35338,10145,42101,3275,1
MX-WELL-1468,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2017,41,75149,14775,20295,2442,1
MX-WELL-1469,FIELDWOOD ENERGY,SURESTE,jurásico superior,2022,14,25408,13587,27420,535,1
MX-WELL-1470,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2020,28,87694,13542,44779,2643,0
MX-WELL-1471,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2022,39,95103,11462,29520,3282,1
MX-WELL-1472,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2022,38,80744,6687,38018,1471,0
MX-WELL-1473,FIELDWOOD ENERGY,BURGOS,jurásico superior,2021,43,53856,9103,30519,3207,0
MX-WELL-1474,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2023,16,27618,12587,41480,726,1
MX-WELL-1475,FIELDWOOD ENERGY,SURESTE,cretácico,2025,29,45303,7932,37500,1348,1
MX-WELL-1476,ENI MÉXICO,SURESTE,terciario,2024,18,11630,10405,32523,2074,1
MX-WELL-1477,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,jurásico superior,2020,32,91972,15949,33963,2166,0
MX-WELL-1478,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2020,12,94214,14263,35805,2067,0
MX-WELL-1479,FIELDWOOD ENERGY,SURESTE,jurásico superior,2015,35,59500,11374,22100,807,1
MX-WELL-1480,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,24,29942,10478,21669,2935,1
MX-WELL-1481,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2018,17,10336,8979,13968,1410,0
MX-WELL-1482,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2025,49,87485,14519,36375,814,1
MX-WELL-1483,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2015,32,81128,7724,27270,3305,0
MX-WELL-1484,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2016,33,43885,8828,39866,2504,1
MX-WELL-1485,FIELDWOOD ENERGY,SURESTE,cretácico,2017,19,41923,8761,22852,3018,1
MX-WELL-1486,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2023,5,84795,8786,23409,1788,1
MX-WELL-1487,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2023,12,67415,7690,25549,1791,1
MX-WELL-1488,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2025,43,32800,7504,19940,923,0
MX-WELL-1489,REPSOL EXPLORACIÓN MÉXICO,SURESTE,jurásico superior,2019,49,75727,14690,14917,2235,1
MX-WELL-1490,FIELDWOOD ENERGY,SURESTE,jurásico superior,2015,25,33666,15665,35662,603,1
MX-WELL-1491,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2017,42,11051,15765,21382,792,1
MX-WELL-1492,WINTERSHALL DEA,TAMPICO-MISANTLA,jurásico superior,2025,40,61257,6307,13359,1476,0
MX-WELL-1493,HOKCHI ENERGY,TAMPICO-MISANTLA,agua nueva,2024,39,65021,14039,40391,2542,0
MX-WELL-1494,ENI MÉXICO,SURESTE,agua nueva,2015,16,23255,10567,30389,1422,1
MX-WELL-1495,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2022,18,86524,14728,41521,2102,1
MX-WELL-1496,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2024,24,54041,14002,14247,1528,1
MX-WELL-1497,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2017,16,22392,12305,42726,2898,0
MX-WELL-1498,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2021,5,36177,10765,30354,648,0
MX-WELL-1499,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2015,42,50953,6249,29309,1447,0
MX-WELL-1500,HOKCHI ENERGY,TAMPICO-MISANTLA,cretácico,2024,9,45440,13279,11987,590,0
MX-WELL-1501,REPSOL EXPLORACIÓN MÉXICO,BURGOS,cretácico,2021,7,66561,10440,17347,1508,0
MX-WELL-1502,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2024,49,44484,6310,30922,1760,1
MX-WELL-1503,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2016,5,24011,8866,15898,2511,1
MX-WELL-1504,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2022,32,79497,8504,41417,2504,0
MX-WELL-1505,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,16,64710,14469,31031,2136,1
MX-WELL-1506,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,46,30884,11454,19424,521,1
MX-WELL-1507,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,21,69993,14848,23136,995,1
MX-WELL-1508,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2022,19,75333,9580,19968,2962,0
MX-WELL-1509,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2020,27,82920,12049,32553,1485,0
MX-WELL-1510,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,8,15368,10621,24719,1055,1
MX-WELL-1511,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2017,21,61618,7939,28019,2198,0
MX-WELL-1512,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2015,11,60225,11184,19343,2945,0
MX-WELL-1513,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,20,14827,10524,35883,2784,1
MX-WELL-1514,HOKCHI ENERGY,SURESTE,jurásico superior,2025,35,90072,9558,19772,1461,1
MX-WELL-1515,WINTERSHALL DEA,BURGOS,agua nueva,2024,20,63218,8845,19673,1157,0
MX-WELL-1516,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2016,47,50317,12316,29094,952,0
MX-WELL-1517,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2018,33,93973,14479,29601,1947,0
MX-WELL-1518,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2020,7,13722,10906,40096,1911,1
MX-WELL-1519,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,10,50469,7216,30435,2697,1
MX-WELL-1520,FIELDWOOD ENERGY,SURESTE,agua nueva,2017,13,66635,8123,35174,724,1
MX-WELL-1521,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,23,26508,9246,23380,3431,1
MX-WELL-1522,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,29,11609,6717,29945,1516,1
MX-WELL-1523,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2023,18,87154,14307,36671,2301,1
MX-WELL-1524,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2021,21,78477,11695,35553,2601,1
MX-WELL-1525,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2017,30,49567,10586,35006,738,1
MX-WELL-1526,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,6,14922,14090,14686,2619,1
MX-WELL-1527,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2022,16,26524,7789,38202,516,1
MX-WELL-1528,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,9,59241,10815,12843,1129,1
MX-WELL-1529,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2024,11,62347,7404,33324,694,0
MX-WELL-1530,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2024,25,63311,12308,33862,784,0
MX-WELL-1531,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,36,51743,13108,30323,544,1
MX-WELL-1532,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2020,33,45349,6691,40062,1431,0
MX-WELL-1533,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,19,73928,14339,27695,887,1
MX-WELL-1534,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2025,41,36553,7859,40497,3136,1
MX-WELL-1535,PETROBAL,SURESTE,agua nueva,2017,46,87986,11308,36206,1704,1
MX-WELL-1536,FIELDWOOD ENERGY,SURESTE,cretácico,2016,28,48751,6143,33853,2970,1
MX-WELL-1537,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,pimienta,2021,25,36627,9398,34881,1407,0
MX-WELL-1538,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,agua nueva,2015,32,31684,12761,33238,1909,0
MX-WELL-1539,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2025,44,51777,13498,26395,694,1
MX-WELL-1540,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,34,89443,13845,14873,943,1
MX-WELL-1541,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2020,46,61502,7269,42463,1760,1
MX-WELL-1542,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2023,20,53169,11593,15543,1087,0
MX-WELL-1543,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,pimienta,2018,43,96593,7409,36270,1068,0
MX-WELL-1544,PETROBAL,SURESTE,pimienta,2018,43,26663,9977,29053,3393,1
MX-WELL-1545,ENI MÉXICO,SURESTE,pimienta,2024,16,16135,11573,23731,2753,1
MX-WELL-1546,FIELDWOOD ENERGY,VERACRUZ,cretácico,2015,49,38835,13697,24629,694,0
MX-WELL-1547,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2019,8,86436,11874,15581,2514,0
MX-WELL-1548,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2021,18,94284,9629,25886,2079,0
MX-WELL-1549,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2019,49,46634,6371,33382,1115,1
MX-WELL-1550,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2019,35,23666,14976,30955,582,1
MX-WELL-1551,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2025,24,53298,6325,19726,2485,1
MX-WELL-1552,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,5,42467,13754,14078,1065,1
MX-WELL-1553,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2017,24,60733,7986,28624,2605,1
MX-WELL-1554,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,10,79639,8076,12994,2678,1
MX-WELL-1555,HOKCHI ENERGY,TAMPICO-MISANTLA,jurásico superior,2018,49,89526,6242,30469,3232,0
MX-WELL-1556,FIELDWOOD ENERGY,TAMPICO-MISANTLA,terciario,2018,49,71269,11162,20450,2535,0
MX-WELL-1557,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,47,66396,6923,23331,2987,1
MX-WELL-1558,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2021,18,86441,8657,39098,1971,1
MX-WELL-1559,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2015,39,89079,7466,40771,2466,1
MX-WELL-1560,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2023,16,83369,7893,40573,3199,0
MX-WELL-1561,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2022,20,84328,14572,30597,2663,0
MX-WELL-1562,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2024,15,40133,13382,37052,1290,1
MX-WELL-1563,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,33,56546,13008,37405,2881,1
MX-WELL-1564,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,33,31164,6946,24693,3165,1
MX-WELL-1565,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2024,42,21350,12360,42021,2372,0
MX-WELL-1566,PETROBAL,SURESTE,cretácico,2021,42,32490,14864,15867,3496,1
MX-WELL-1567,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,30,60435,13680,20310,3025,1
MX-WELL-1568,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,23,18947,11930,10507,1936,1
MX-WELL-1569,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,41,89376,9622,15037,3089,1
MX-WELL-1570,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,22,10692,7478,18448,2930,1
MX-WELL-1571,WINTERSHALL DEA,VERACRUZ,jurásico superior,2020,48,19927,8645,34594,1624,0
MX-WELL-1572,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2024,37,16089,13396,36123,1361,0
MX-WELL-1573,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2021,33,11184,14938,44493,770,0
MX-WELL-1574,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,7,68502,15898,36347,921,1
MX-WELL-1575,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,15,80211,15082,23009,1380,1
MX-WELL-1576,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,46,62248,12646,37832,2090,1
MX-WELL-1577,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2017,13,82095,13620,29158,2744,0
MX-WELL-1578,FIELDWOOD ENERGY,SURESTE,jurásico superior,2021,19,10924,8170,36478,1910,1
MX-WELL-1579,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,16,46133,6588,42092,1403,1
MX-WELL-1580,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2017,25,92476,14022,21279,1856,1
MX-WELL-1581,PETROBAL,SURESTE,jurásico superior,2019,11,77598,15030,29880,2313,1
MX-WELL-1582,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2025,20,19837,11831,43073,2559,0
MX-WELL-1583,PETROBAL,TAMPICO-MISANTLA,terciario,2023,40,78472,9862,24506,633,0
MX-WELL-1584,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2025,18,60971,7342,28610,1579,0
MX-WELL-1585,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,32,69872,13235,27197,1772,1
MX-WELL-1586,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,cretácico,2022,43,94573,9340,11141,1349,0
MX-WELL-1587,FIELDWOOD ENERGY,TAMPICO-MISANTLA,cretácico,2016,16,59646,13116,39809,2284,0
MX-WELL-1588,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2024,18,90428,15643,19943,2780,0
MX-WELL-1589,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2022,23,65371,10534,38379,2383,0
MX-WELL-1590,HOKCHI ENERGY,SURESTE,cretácico,2018,41,24745,11730,23921,626,1
MX-WELL-1591,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2021,26,98603,10539,18876,3387,1
MX-WELL-1592,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2022,25,81576,9560,20304,2169,0
MX-WELL-1593,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2021,36,32092,6490,13729,2378,0
MX-WELL-1594,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2025,49,13159,10530,27065,1658,0
MX-WELL-1595,FIELDWOOD ENERGY,SURESTE,jurásico superior,2023,49,91720,13966,12580,795,1
MX-WELL-1596,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2019,32,83755,13080,40232,557,1
MX-WELL-1597,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,10,97980,15290,28061,3381,1
MX-WELL-1598,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2022,23,55201,12079,17036,2891,1
MX-WELL-1599,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2015,47,95473,15953,10220,2438,0
MX-WELL-1600,ENI MÉXICO,TAMPICO-MISANTLA,jurásico superior,2023,5,47344,7871,34299,3419,0
MX-WELL-1601,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,25,81289,13237,24175,3420,1
MX-WELL-1602,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,22,96971,15971,40024,978,1
MX-WELL-1603,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2023,30,68755,6271,18334,2412,0
MX-WELL-1604,WINTERSHALL DEA,SURESTE,cretácico,2016,6,46444,8572,15033,1618,1
MX-WELL-1605,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2023,34,69658,11730,21772,1687,0
MX-WELL-1606,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2022,13,42966,15973,42567,1071,0
MX-WELL-1607,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,cretácico,2021,33,54237,6178,30470,1234,0
MX-WELL-1608,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2015,49,82833,9084,40329,3418,0
MX-WELL-1609,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2017,22,42330,8933,25187,1715,0
MX-WELL-1610,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,45,70430,10312,11515,3498,1
MX-WELL-1611,FIELDWOOD ENERGY,SURESTE,cretácico,2018,11,41186,7167,31493,731,1
MX-WELL-1612,ENI MÉXICO,SURESTE,cretácico,2017,46,38350,8220,43798,3093,1
MX-WELL-1613,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2020,33,29581,12040,11462,2372,0
MX-WELL-1614,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,32,23386,15381,16221,3494,1
MX-WELL-1615,PETROBAL,SURESTE,cretácico,2025,12,32706,9183,42479,1582,1
MX-WELL-1616,ENI MÉXICO,VERACRUZ,cretácico,2022,8,54066,6378,30213,2784,0
MX-WELL-1617,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2020,11,30651,9158,30008,1646,0
MX-WELL-1618,ENI MÉXICO,SURESTE,jurásico superior,2018,41,32504,11818,26766,2756,1
MX-WELL-1619,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2018,39,83843,13437,43214,1891,0
MX-WELL-1620,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2022,27,48737,15265,15454,2105,1
MX-WELL-1621,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2017,17,97527,14543,19916,2451,0
MX-WELL-1622,PETROBAL,BURGOS,jurásico superior,2016,19,72699,15080,33649,1605,0
MX-WELL-1623,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2023,42,93981,10487,24645,2933,0
MX-WELL-1624,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2018,25,25804,7045,24626,2853,0
MX-WELL-1625,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2024,6,41875,6596,16054,2005,1
MX-WELL-1626,HOKCHI ENERGY,SURESTE,pimienta,2019,24,77087,15928,11449,2357,1
MX-WELL-1627,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2020,38,55212,15637,19824,3077,0
MX-WELL-1628,HOKCHI ENERGY,SURESTE,terciario,2018,8,85900,9153,33834,2206,1
MX-WELL-1629,HOKCHI ENERGY,TAMPICO-MISANTLA,jurásico superior,2021,40,38229,8365,15583,1301,0
MX-WELL-1630,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,22,81792,6228,34746,794,1
MX-WELL-1631,ENI MÉXICO,BURGOS,terciario,2020,34,12809,10961,44886,2795,0
MX-WELL-1632,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,5,49405,14243,41601,2910,1
MX-WELL-1633,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2024,10,95119,12103,22197,1339,1
